Id,Source,Target,Weight,Type
3278,930,502,1,Undirected
3279,930,930,1,Undirected
3280,318,318,1,Undirected
3281,9,9,1,Undirected
3282,1071,9,1,Undirected
3283,1071,1071,1,Undirected
3284,885,9,1,Undirected
3285,885,1071,1,Undirected
3286,885,885,1,Undirected
3287,535,9,1,Undirected
3288,535,1071,1,Undirected
3289,535,885,1,Undirected
3290,535,535,1,Undirected
3291,1073,1073,1,Undirected
3292,203,1073,1,Undirected
3293,203,203,1,Undirected
3294,268,268,1,Undirected
3295,1074,1074,1,Undirected
3296,25,25,1,Undirected
3297,496,25,1,Undirected
3298,496,496,1,Undirected
3299,330,330,1,Undirected
3300,332,330,1,Undirected
3301,332,332,1,Undirected
3302,253,253,1,Undirected
3303,255,253,1,Undirected
3304,255,255,1,Undirected
3305,1077,253,1,Undirected
3306,1077,255,1,Undirected
3307,1077,1077,1,Undirected
3308,339,253,1,Undirected
3309,339,255,1,Undirected
3310,339,1077,1,Undirected
3311,339,339,1,Undirected
3312,1019,253,1,Undirected
3313,1019,255,1,Undirected
3314,1019,1077,1,Undirected
3315,1019,339,1,Undirected
3316,1019,1019,1,Undirected
3317,1017,253,1,Undirected
3318,1017,255,1,Undirected
3319,1017,1077,1,Undirected
3320,1017,339,1,Undirected
3321,1017,1019,1,Undirected
3322,1017,1017,1,Undirected
3323,429,253,1,Undirected
3324,429,255,1,Undirected
3325,429,1077,1,Undirected
3326,429,339,1,Undirected
3327,429,1019,1,Undirected
3328,429,1017,1,Undirected
3329,429,429,1,Undirected
3330,867,253,1,Undirected
3331,867,255,1,Undirected
3332,867,1077,1,Undirected
3333,867,339,1,Undirected
3334,867,1019,1,Undirected
3335,867,1017,1,Undirected
3336,867,429,1,Undirected
3337,867,867,1,Undirected
3338,822,822,1,Undirected
3339,823,822,1,Undirected
3340,823,823,1,Undirected
3341,531,531,1,Undirected
3342,757,531,1,Undirected
3343,757,757,1,Undirected
3344,795,531,1,Undirected
3345,795,757,1,Undirected
3346,795,795,1,Undirected
3347,1078,531,1,Undirected
3348,1078,757,1,Undirected
3349,1078,795,1,Undirected
3350,1078,1078,1,Undirected
3351,710,710,1,Undirected
3352,909,710,1,Undirected
3353,909,909,1,Undirected
3354,25,25,1,Undirected
3355,755,755,1,Undirected
3356,405,755,1,Undirected
3357,405,405,1,Undirected
3358,612,612,1,Undirected
3359,801,612,1,Undirected
3360,801,801,1,Undirected
3361,252,252,1,Undirected
3362,1080,1080,1,Undirected
3363,1081,1081,1,Undirected
3364,1082,1081,1,Undirected
3365,1082,1082,1,Undirected
3366,1084,1084,1,Undirected
3367,200,200,1,Undirected
3368,615,200,1,Undirected
3369,615,615,1,Undirected
3370,29,200,1,Undirected
3371,29,615,1,Undirected
3372,29,29,1,Undirected
3373,1085,200,1,Undirected
3374,1085,615,1,Undirected
3375,1085,29,1,Undirected
3376,1085,1085,1,Undirected
3377,539,200,1,Undirected
3378,539,615,1,Undirected
3379,539,29,1,Undirected
3380,539,1085,1,Undirected
3381,539,539,1,Undirected
3382,403,200,1,Undirected
3383,403,615,1,Undirected
3384,403,29,1,Undirected
3385,403,1085,1,Undirected
3386,403,539,1,Undirected
3387,403,403,1,Undirected
3388,800,200,1,Undirected
3389,800,615,1,Undirected
3390,800,29,1,Undirected
3391,800,1085,1,Undirected
3392,800,539,1,Undirected
3393,800,403,1,Undirected
3394,800,800,1,Undirected
3395,254,200,1,Undirected
3396,254,615,1,Undirected
3397,254,29,1,Undirected
3398,254,1085,1,Undirected
3399,254,539,1,Undirected
3400,254,403,1,Undirected
3401,254,800,1,Undirected
3402,254,254,1,Undirected
3403,1086,1086,1,Undirected
3404,1087,1087,1,Undirected
3405,653,653,1,Undirected
3406,810,653,1,Undirected
3407,810,810,1,Undirected
3408,1089,653,1,Undirected
3409,1089,810,1,Undirected
3410,1089,1089,1,Undirected
3411,771,653,1,Undirected
3412,771,810,1,Undirected
3413,771,1089,1,Undirected
3414,771,771,1,Undirected
3415,1090,1090,1,Undirected
3416,965,1090,1,Undirected
3417,965,965,1,Undirected
3418,230,1090,1,Undirected
3419,230,965,1,Undirected
3420,230,230,1,Undirected
3421,747,1090,1,Undirected
3422,747,965,1,Undirected
3423,747,230,1,Undirected
3424,747,747,1,Undirected
3425,1091,1090,1,Undirected
3426,1091,965,1,Undirected
3427,1091,230,1,Undirected
3428,1091,747,1,Undirected
3429,1091,1091,1,Undirected
3430,1092,1090,1,Undirected
3431,1092,965,1,Undirected
3432,1092,230,1,Undirected
3433,1092,747,1,Undirected
3434,1092,1091,1,Undirected
3435,1092,1092,1,Undirected
3436,1003,1090,1,Undirected
3437,1003,965,1,Undirected
3438,1003,230,1,Undirected
3439,1003,747,1,Undirected
3440,1003,1091,1,Undirected
3441,1003,1092,1,Undirected
3442,1003,1003,1,Undirected
3443,44,44,1,Undirected
3444,45,44,1,Undirected
3445,45,45,1,Undirected
3446,46,44,1,Undirected
3447,46,45,1,Undirected
3448,46,46,1,Undirected
3449,47,44,1,Undirected
3450,47,45,1,Undirected
3451,47,46,1,Undirected
3452,47,47,1,Undirected
3453,48,44,1,Undirected
3454,48,45,1,Undirected
3455,48,46,1,Undirected
3456,48,47,1,Undirected
3457,48,48,1,Undirected
3458,1088,1088,1,Undirected
3459,1061,1088,1,Undirected
3460,1061,1061,1,Undirected
3461,261,1088,1,Undirected
3462,261,1061,1,Undirected
3463,261,261,1,Undirected
3464,409,409,1,Undirected
3465,412,409,1,Undirected
3466,412,412,1,Undirected
3467,241,241,1,Undirected
3468,1093,241,1,Undirected
3469,1093,1093,1,Undirected
3470,346,346,1,Undirected
3471,1095,346,1,Undirected
3472,1095,1095,1,Undirected
3473,1096,346,1,Undirected
3474,1096,1095,1,Undirected
3475,1096,1096,1,Undirected
3476,1047,346,1,Undirected
3477,1047,1095,1,Undirected
3478,1047,1096,1,Undirected
3479,1047,1047,1,Undirected
3480,69,69,1,Undirected
3481,1098,69,1,Undirected
3482,1098,1098,1,Undirected
3483,1100,1100,1,Undirected
3484,1101,1100,1,Undirected
3485,1101,1101,1,Undirected
3486,984,984,1,Undirected
3487,645,984,1,Undirected
3488,645,645,1,Undirected
3489,1102,984,1,Undirected
3490,1102,645,1,Undirected
3491,1102,1102,1,Undirected
3492,1103,984,1,Undirected
3493,1103,645,1,Undirected
3494,1103,1102,1,Undirected
3495,1103,1103,1,Undirected
3496,722,984,1,Undirected
3497,722,645,1,Undirected
3498,722,1102,1,Undirected
3499,722,1103,1,Undirected
3500,722,722,1,Undirected
3501,1104,984,1,Undirected
3502,1104,645,1,Undirected
3503,1104,1102,1,Undirected
3504,1104,1103,1,Undirected
3505,1104,722,1,Undirected
3506,1104,1104,1,Undirected
3507,1106,1106,1,Undirected
3508,1107,1107,1,Undirected
3509,53,1107,1,Undirected
3510,53,53,1,Undirected
3511,1108,1108,1,Undirected
3512,220,1108,1,Undirected
3513,220,220,1,Undirected
3514,1109,1108,1,Undirected
3515,1109,220,1,Undirected
3516,1109,1109,1,Undirected
3517,1011,1108,1,Undirected
3518,1011,220,1,Undirected
3519,1011,1109,1,Undirected
3520,1011,1011,1,Undirected
3521,903,903,1,Undirected
3522,301,301,1,Undirected
3523,339,301,1,Undirected
3524,339,339,1,Undirected
3525,1035,301,1,Undirected
3526,1035,339,1,Undirected
3527,1035,1035,1,Undirected
3528,114,114,1,Undirected
3529,586,114,1,Undirected
3530,586,586,1,Undirected
3531,636,636,1,Undirected
3532,1112,636,1,Undirected
3533,1112,1112,1,Undirected
3534,386,636,1,Undirected
3535,386,1112,1,Undirected
3536,386,386,1,Undirected
3537,1113,636,1,Undirected
3538,1113,1112,1,Undirected
3539,1113,386,1,Undirected
3540,1113,1113,1,Undirected
3541,468,636,1,Undirected
3542,468,1112,1,Undirected
3543,468,386,1,Undirected
3544,468,1113,1,Undirected
3545,468,468,1,Undirected
3546,1115,1115,1,Undirected
3547,874,1115,1,Undirected
3548,874,874,1,Undirected
3549,799,799,1,Undirected
3550,609,609,1,Undirected
3551,1118,1118,1,Undirected
3552,1119,1118,1,Undirected
3553,1119,1119,1,Undirected
3554,1120,1120,1,Undirected
3555,1121,1121,1,Undirected
3556,1122,1121,1,Undirected
3557,1122,1122,1,Undirected
3558,431,1121,1,Undirected
3559,431,1122,1,Undirected
3560,431,431,1,Undirected
3561,665,665,1,Undirected
3562,34,665,1,Undirected
3563,34,34,1,Undirected
3564,1124,665,1,Undirected
3565,1124,34,1,Undirected
3566,1124,1124,1,Undirected
3567,100,100,1,Undirected
3568,1125,1125,1,Undirected
3569,793,793,1,Undirected
3570,594,793,1,Undirected
3571,594,594,1,Undirected
3572,833,793,1,Undirected
3573,833,594,1,Undirected
3574,833,833,1,Undirected
3575,1127,793,1,Undirected
3576,1127,594,1,Undirected
3577,1127,833,1,Undirected
3578,1127,1127,1,Undirected
3579,1128,1128,1,Undirected
3580,392,1128,1,Undirected
3581,392,392,1,Undirected
3582,1129,1129,1,Undirected
3583,1130,1130,1,Undirected
3584,1131,1131,1,Undirected
3585,1010,1131,1,Undirected
3586,1010,1010,1,Undirected
3587,1132,1131,1,Undirected
3588,1132,1010,1,Undirected
3589,1132,1132,1,Undirected
3590,74,74,1,Undirected
3591,858,74,1,Undirected
3592,858,858,1,Undirected
3593,1133,74,1,Undirected
3594,1133,858,1,Undirected
3595,1133,1133,1,Undirected
3596,548,74,1,Undirected
3597,548,858,1,Undirected
3598,548,1133,1,Undirected
3599,548,548,1,Undirected
3600,1134,1134,1,Undirected
3601,118,118,1,Undirected
3602,1137,1137,1,Undirected
3603,365,365,1,Undirected
3604,554,554,1,Undirected
3605,966,966,1,Undirected
3606,1138,966,1,Undirected
3607,1138,1138,1,Undirected
3608,50,50,1,Undirected
3609,1000,1000,1,Undirected
3610,677,1000,1,Undirected
3611,677,677,1,Undirected
3612,357,1000,1,Undirected
3613,357,677,1,Undirected
3614,357,357,1,Undirected
3615,690,1000,1,Undirected
3616,690,677,1,Undirected
3617,690,357,1,Undirected
3618,690,690,1,Undirected
3619,224,1000,1,Undirected
3620,224,677,1,Undirected
3621,224,357,1,Undirected
3622,224,690,1,Undirected
3623,224,224,1,Undirected
3624,338,1000,1,Undirected
3625,338,677,1,Undirected
3626,338,357,1,Undirected
3627,338,690,1,Undirected
3628,338,224,1,Undirected
3629,338,338,1,Undirected
3630,853,853,1,Undirected
3631,854,853,1,Undirected
3632,854,854,1,Undirected
3633,647,647,1,Undirected
3634,606,606,1,Undirected
3635,600,606,1,Undirected
3636,600,600,1,Undirected
3637,1142,606,1,Undirected
3638,1142,600,1,Undirected
3639,1142,1142,1,Undirected
3640,530,530,1,Undirected
3641,3,530,1,Undirected
3642,3,3,1,Undirected
3643,249,530,1,Undirected
3644,249,3,1,Undirected
3645,249,249,1,Undirected
3646,128,128,1,Undirected
3647,1145,1145,1,Undirected
3648,1146,1146,1,Undirected
3649,1147,1146,1,Undirected
3650,1147,1147,1,Undirected
3651,908,1146,1,Undirected
3652,908,1147,1,Undirected
3653,908,908,1,Undirected
3654,1149,1149,1,Undirected
3655,15,1149,1,Undirected
3656,15,15,1,Undirected
3657,665,1149,1,Undirected
3658,665,15,1,Undirected
3659,665,665,1,Undirected
3660,700,1149,1,Undirected
3661,700,15,1,Undirected
3662,700,665,1,Undirected
3663,700,700,1,Undirected
3664,1048,1048,1,Undirected
3665,739,1048,1,Undirected
3666,739,739,1,Undirected
3667,1151,1151,1,Undirected
3668,1152,1151,1,Undirected
3669,1152,1152,1,Undirected
3670,1153,1151,1,Undirected
3671,1153,1152,1,Undirected
3672,1153,1153,1,Undirected
3673,1154,1154,1,Undirected
3674,218,218,1,Undirected
3675,1156,218,1,Undirected
3676,1156,1156,1,Undirected
3677,1159,1159,1,Undirected
3678,409,409,1,Undirected
3679,411,409,1,Undirected
3680,411,411,1,Undirected
3681,1160,1160,1,Undirected
3682,1161,1161,1,Undirected
3683,15,15,1,Undirected
3684,383,15,1,Undirected
3685,383,383,1,Undirected
3686,12,15,1,Undirected
3687,12,383,1,Undirected
3688,12,12,1,Undirected
3689,808,15,1,Undirected
3690,808,383,1,Undirected
3691,808,12,1,Undirected
3692,808,808,1,Undirected
3693,209,15,1,Undirected
3694,209,383,1,Undirected
3695,209,12,1,Undirected
3696,209,808,1,Undirected
3697,209,209,1,Undirected
3698,364,15,1,Undirected
3699,364,383,1,Undirected
3700,364,12,1,Undirected
3701,364,808,1,Undirected
3702,364,209,1,Undirected
3703,364,364,1,Undirected
3704,259,15,1,Undirected
3705,259,383,1,Undirected
3706,259,12,1,Undirected
3707,259,808,1,Undirected
3708,259,209,1,Undirected
3709,259,364,1,Undirected
3710,259,259,1,Undirected
3711,712,15,1,Undirected
3712,712,383,1,Undirected
3713,712,12,1,Undirected
3714,712,808,1,Undirected
3715,712,209,1,Undirected
3716,712,364,1,Undirected
3717,712,259,1,Undirected
3718,712,712,1,Undirected
3719,479,479,1,Undirected
3720,1021,1021,1,Undirected
3721,574,1021,1,Undirected
3722,574,574,1,Undirected
3723,1163,1021,1,Undirected
3724,1163,574,1,Undirected
3725,1163,1163,1,Undirected
3726,1164,1164,1,Undirected
3727,934,1164,1,Undirected
3728,934,934,1,Undirected
3729,1141,1141,1,Undirected
3730,604,1141,1,Undirected
3731,604,604,1,Undirected
3732,676,676,1,Undirected
3733,59,59,1,Undirected
3734,823,823,1,Undirected
3735,824,823,1,Undirected
3736,824,824,1,Undirected
3737,832,823,1,Undirected
3738,832,824,1,Undirected
3739,832,832,1,Undirected
3740,1165,823,1,Undirected
3741,1165,824,1,Undirected
3742,1165,832,1,Undirected
3743,1165,1165,1,Undirected
3744,294,823,1,Undirected
3745,294,824,1,Undirected
3746,294,832,1,Undirected
3747,294,1165,1,Undirected
3748,294,294,1,Undirected
3749,1166,823,1,Undirected
3750,1166,824,1,Undirected
3751,1166,832,1,Undirected
3752,1166,1165,1,Undirected
3753,1166,294,1,Undirected
3754,1166,1166,1,Undirected
3755,1168,1168,1,Undirected
3756,792,792,1,Undirected
3757,460,792,1,Undirected
3758,460,460,1,Undirected
3759,1169,792,1,Undirected
3760,1169,460,1,Undirected
3761,1169,1169,1,Undirected
3762,415,792,1,Undirected
3763,415,460,1,Undirected
3764,415,1169,1,Undirected
3765,415,415,1,Undirected
3766,25,25,1,Undirected
3767,308,308,1,Undirected
3768,1170,1170,1,Undirected
3769,907,1170,1,Undirected
3770,907,907,1,Undirected
3771,560,1170,1,Undirected
3772,560,907,1,Undirected
3773,560,560,1,Undirected
3774,1171,1170,1,Undirected
3775,1171,907,1,Undirected
3776,1171,560,1,Undirected
3777,1171,1171,1,Undirected
3778,1172,1172,1,Undirected
3779,818,1172,1,Undirected
3780,818,818,1,Undirected
3781,984,984,1,Undirected
3782,895,984,1,Undirected
3783,895,895,1,Undirected
3784,1173,1173,1,Undirected
3785,905,1173,1,Undirected
3786,905,905,1,Undirected
3787,1174,1173,1,Undirected
3788,1174,905,1,Undirected
3789,1174,1174,1,Undirected
3790,1144,1144,1,Undirected
3791,1177,1177,1,Undirected
3792,628,1177,1,Undirected
3793,628,628,1,Undirected
3794,230,1177,1,Undirected
3795,230,628,1,Undirected
3796,230,230,1,Undirected
3797,418,418,1,Undirected
3798,1178,418,1,Undirected
3799,1178,1178,1,Undirected
3800,1179,418,1,Undirected
3801,1179,1178,1,Undirected
3802,1179,1179,1,Undirected
3803,1180,418,1,Undirected
3804,1180,1178,1,Undirected
3805,1180,1179,1,Undirected
3806,1180,1180,1,Undirected
3807,140,140,1,Undirected
3808,73,73,1,Undirected
3809,551,551,1,Undirected
3810,90,90,1,Undirected
3811,630,90,1,Undirected
3812,630,630,1,Undirected
3813,478,478,1,Undirected
3814,67,67,1,Undirected
3815,1183,1183,1,Undirected
3816,264,264,1,Undirected
3817,133,133,1,Undirected
3818,945,133,1,Undirected
3819,945,945,1,Undirected
3820,1186,1186,1,Undirected
3821,805,1186,1,Undirected
3822,805,805,1,Undirected
3823,831,1186,1,Undirected
3824,831,805,1,Undirected
3825,831,831,1,Undirected
3826,1188,1188,1,Undirected
3827,680,680,1,Undirected
3828,1189,1189,1,Undirected
3829,466,1189,1,Undirected
3830,466,466,1,Undirected
3831,1190,1189,1,Undirected
3832,1190,466,1,Undirected
3833,1190,1190,1,Undirected
3834,1191,1189,1,Undirected
3835,1191,466,1,Undirected
3836,1191,1190,1,Undirected
3837,1191,1191,1,Undirected
3838,1092,1092,1,Undirected
3839,253,253,1,Undirected
3840,230,253,1,Undirected
3841,230,230,1,Undirected
3842,429,253,1,Undirected
3843,429,230,1,Undirected
3844,429,429,1,Undirected
3845,642,642,1,Undirected
3846,1193,642,1,Undirected
3847,1193,1193,1,Undirected
3848,1194,1194,1,Undirected
3849,1195,1195,1,Undirected
3850,1196,1195,1,Undirected
3851,1196,1196,1,Undirected
3852,977,977,1,Undirected
3853,355,355,1,Undirected
3854,160,355,1,Undirected
3855,160,160,1,Undirected
3856,417,355,1,Undirected
3857,417,160,1,Undirected
3858,417,417,1,Undirected
3859,1197,355,1,Undirected
3860,1197,160,1,Undirected
3861,1197,417,1,Undirected
3862,1197,1197,1,Undirected
3863,832,355,1,Undirected
3864,832,160,1,Undirected
3865,832,417,1,Undirected
3866,832,1197,1,Undirected
3867,832,832,1,Undirected
3868,855,355,1,Undirected
3869,855,160,1,Undirected
3870,855,417,1,Undirected
3871,855,1197,1,Undirected
3872,855,832,1,Undirected
3873,855,855,1,Undirected
3874,612,355,1,Undirected
3875,612,160,1,Undirected
3876,612,417,1,Undirected
3877,612,1197,1,Undirected
3878,612,832,1,Undirected
3879,612,855,1,Undirected
3880,612,612,1,Undirected
3881,1199,1199,1,Undirected
3882,1148,1148,1,Undirected
3883,645,1148,1,Undirected
3884,645,645,1,Undirected
3885,36,1148,1,Undirected
3886,36,645,1,Undirected
3887,36,36,1,Undirected
3888,224,1148,1,Undirected
3889,224,645,1,Undirected
3890,224,36,1,Undirected
3891,224,224,1,Undirected
3892,1200,1200,1,Undirected
3893,112,1200,1,Undirected
3894,112,112,1,Undirected
3895,741,741,1,Undirected
3896,405,741,1,Undirected
3897,405,405,1,Undirected
3898,932,741,1,Undirected
3899,932,405,1,Undirected
3900,932,932,1,Undirected
3901,62,62,1,Undirected
3902,428,428,1,Undirected
3903,651,651,1,Undirected
3904,876,651,1,Undirected
3905,876,876,1,Undirected
3906,286,651,1,Undirected
3907,286,876,1,Undirected
3908,286,286,1,Undirected
3909,729,651,1,Undirected
3910,729,876,1,Undirected
3911,729,286,1,Undirected
3912,729,729,1,Undirected
3913,167,651,1,Undirected
3914,167,876,1,Undirected
3915,167,286,1,Undirected
3916,167,729,1,Undirected
3917,167,167,1,Undirected
3918,1033,651,1,Undirected
3919,1033,876,1,Undirected
3920,1033,286,1,Undirected
3921,1033,729,1,Undirected
3922,1033,167,1,Undirected
3923,1033,1033,1,Undirected
3924,638,638,1,Undirected
3925,276,276,1,Undirected
3926,760,276,1,Undirected
3927,760,760,1,Undirected
3928,782,276,1,Undirected
3929,782,760,1,Undirected
3930,782,782,1,Undirected
3931,117,276,1,Undirected
3932,117,760,1,Undirected
3933,117,782,1,Undirected
3934,117,117,1,Undirected
3935,300,300,1,Undirected
3936,339,300,1,Undirected
3937,339,339,1,Undirected
3938,70,300,1,Undirected
3939,70,339,1,Undirected
3940,70,70,1,Undirected
3941,522,300,1,Undirected
3942,522,339,1,Undirected
3943,522,70,1,Undirected
3944,522,522,1,Undirected
3945,1204,1204,1,Undirected
3946,1145,1204,1,Undirected
3947,1145,1145,1,Undirected
3948,1205,1204,1,Undirected
3949,1205,1145,1,Undirected
3950,1205,1205,1,Undirected
3951,1207,1207,1,Undirected
3952,353,1207,1,Undirected
3953,353,353,1,Undirected
3954,1208,1208,1,Undirected
3955,225,1208,1,Undirected
3956,225,225,1,Undirected
3957,931,931,1,Undirected
3958,261,931,1,Undirected
3959,261,261,1,Undirected
3960,890,931,1,Undirected
3961,890,261,1,Undirected
3962,890,890,1,Undirected
3963,641,641,1,Undirected
3964,839,641,1,Undirected
3965,839,839,1,Undirected
3966,1210,641,1,Undirected
3967,1210,839,1,Undirected
3968,1210,1210,1,Undirected
3969,762,641,1,Undirected
3970,762,839,1,Undirected
3971,762,1210,1,Undirected
3972,762,762,1,Undirected
3973,1030,641,1,Undirected
3974,1030,839,1,Undirected
3975,1030,1210,1,Undirected
3976,1030,762,1,Undirected
3977,1030,1030,1,Undirected
3978,822,822,1,Undirected
3979,823,822,1,Undirected
3980,823,823,1,Undirected
3981,824,822,1,Undirected
3982,824,823,1,Undirected
3983,824,824,1,Undirected
3984,291,822,1,Undirected
3985,291,823,1,Undirected
3986,291,824,1,Undirected
3987,291,291,1,Undirected
3988,1165,822,1,Undirected
3989,1165,823,1,Undirected
3990,1165,824,1,Undirected
3991,1165,291,1,Undirected
3992,1165,1165,1,Undirected
3993,618,618,1,Undirected
3994,287,618,1,Undirected
3995,287,287,1,Undirected
3996,1212,618,1,Undirected
3997,1212,287,1,Undirected
3998,1212,1212,1,Undirected
3999,473,473,1,Undirected
4000,6,6,1,Undirected
4001,1215,1215,1,Undirected
4002,1212,1215,1,Undirected
4003,1212,1212,1,Undirected
4004,1216,1216,1,Undirected
4005,808,808,1,Undirected
4006,809,808,1,Undirected
4007,809,809,1,Undirected
4008,1,808,1,Undirected
4009,1,809,1,Undirected
4010,1,1,1,Undirected
4011,273,808,1,Undirected
4012,273,809,1,Undirected
4013,273,1,1,Undirected
4014,273,273,1,Undirected
4015,975,808,1,Undirected
4016,975,809,1,Undirected
4017,975,1,1,Undirected
4018,975,273,1,Undirected
4019,975,975,1,Undirected
4020,1218,1218,1,Undirected
4021,980,980,1,Undirected
4022,1148,980,1,Undirected
4023,1148,1148,1,Undirected
4024,397,980,1,Undirected
4025,397,1148,1,Undirected
4026,397,397,1,Undirected
4027,119,980,1,Undirected
4028,119,1148,1,Undirected
4029,119,397,1,Undirected
4030,119,119,1,Undirected
4031,538,980,1,Undirected
4032,538,1148,1,Undirected
4033,538,397,1,Undirected
4034,538,119,1,Undirected
4035,538,538,1,Undirected
4036,781,980,1,Undirected
4037,781,1148,1,Undirected
4038,781,397,1,Undirected
4039,781,119,1,Undirected
4040,781,538,1,Undirected
4041,781,781,1,Undirected
4042,1023,980,1,Undirected
4043,1023,1148,1,Undirected
4044,1023,397,1,Undirected
4045,1023,119,1,Undirected
4046,1023,538,1,Undirected
4047,1023,781,1,Undirected
4048,1023,1023,1,Undirected
4049,1220,980,1,Undirected
4050,1220,1148,1,Undirected
4051,1220,397,1,Undirected
4052,1220,119,1,Undirected
4053,1220,538,1,Undirected
4054,1220,781,1,Undirected
4055,1220,1023,1,Undirected
4056,1220,1220,1,Undirected
4057,797,797,1,Undirected
4058,1222,1222,1,Undirected
4059,448,448,1,Undirected
4060,1223,448,1,Undirected
4061,1223,1223,1,Undirected
4062,1224,448,1,Undirected
4063,1224,1223,1,Undirected
4064,1224,1224,1,Undirected
4065,183,448,1,Undirected
4066,183,1223,1,Undirected
4067,183,1224,1,Undirected
4068,183,183,1,Undirected
4069,906,906,1,Undirected
4070,1127,1127,1,Undirected
4071,1227,1227,1,Undirected
4072,957,1227,1,Undirected
4073,957,957,1,Undirected
4074,223,1227,1,Undirected
4075,223,957,1,Undirected
4076,223,223,1,Undirected
4077,950,1227,1,Undirected
4078,950,957,1,Undirected
4079,950,223,1,Undirected
4080,950,950,1,Undirected
4081,660,1227,1,Undirected
4082,660,957,1,Undirected
4083,660,223,1,Undirected
4084,660,950,1,Undirected
4085,660,660,1,Undirected
4086,269,1227,1,Undirected
4087,269,957,1,Undirected
4088,269,223,1,Undirected
4089,269,950,1,Undirected
4090,269,660,1,Undirected
4091,269,269,1,Undirected
4092,1228,1228,1,Undirected
4093,984,984,1,Undirected
4094,895,984,1,Undirected
4095,895,895,1,Undirected
4096,1230,1230,1,Undirected
4097,210,210,1,Undirected
4098,901,210,1,Undirected
4099,901,901,1,Undirected
4100,292,210,1,Undirected
4101,292,901,1,Undirected
4102,292,292,1,Undirected
4103,1232,210,1,Undirected
4104,1232,901,1,Undirected
4105,1232,292,1,Undirected
4106,1232,1232,1,Undirected
4107,1233,210,1,Undirected
4108,1233,901,1,Undirected
4109,1233,292,1,Undirected
4110,1233,1232,1,Undirected
4111,1233,1233,1,Undirected
4112,356,210,1,Undirected
4113,356,901,1,Undirected
4114,356,292,1,Undirected
4115,356,1232,1,Undirected
4116,356,1233,1,Undirected
4117,356,356,1,Undirected
4118,1034,210,1,Undirected
4119,1034,901,1,Undirected
4120,1034,292,1,Undirected
4121,1034,1232,1,Undirected
4122,1034,1233,1,Undirected
4123,1034,356,1,Undirected
4124,1034,1034,1,Undirected
4125,1145,210,1,Undirected
4126,1145,901,1,Undirected
4127,1145,292,1,Undirected
4128,1145,1232,1,Undirected
4129,1145,1233,1,Undirected
4130,1145,356,1,Undirected
4131,1145,1034,1,Undirected
4132,1145,1145,1,Undirected
4133,23,210,1,Undirected
4134,23,901,1,Undirected
4135,23,292,1,Undirected
4136,23,1232,1,Undirected
4137,23,1233,1,Undirected
4138,23,356,1,Undirected
4139,23,1034,1,Undirected
4140,23,1145,1,Undirected
4141,23,23,1,Undirected
4142,909,210,1,Undirected
4143,909,901,1,Undirected
4144,909,292,1,Undirected
4145,909,1232,1,Undirected
4146,909,1233,1,Undirected
4147,909,356,1,Undirected
4148,909,1034,1,Undirected
4149,909,1145,1,Undirected
4150,909,23,1,Undirected
4151,909,909,1,Undirected
4152,805,805,1,Undirected
4153,1235,805,1,Undirected
4154,1235,1235,1,Undirected
4155,938,805,1,Undirected
4156,938,1235,1,Undirected
4157,938,938,1,Undirected
4158,1236,805,1,Undirected
4159,1236,1235,1,Undirected
4160,1236,938,1,Undirected
4161,1236,1236,1,Undirected
4162,402,402,1,Undirected
4163,397,402,1,Undirected
4164,397,397,1,Undirected
4165,80,80,1,Undirected
4166,267,80,1,Undirected
4167,267,267,1,Undirected
4168,1239,1239,1,Undirected
4169,1240,1240,1,Undirected
4170,1241,1241,1,Undirected
4171,420,1241,1,Undirected
4172,420,420,1,Undirected
4173,576,576,1,Undirected
4174,1242,576,1,Undirected
4175,1242,1242,1,Undirected
4176,1086,576,1,Undirected
4177,1086,1242,1,Undirected
4178,1086,1086,1,Undirected
4179,1243,1243,1,Undirected
4180,1047,1047,1,Undirected
4181,11,1047,1,Undirected
4182,11,11,1,Undirected
4183,187,187,1,Undirected
4184,570,187,1,Undirected
4185,570,570,1,Undirected
4186,585,585,1,Undirected
4187,418,418,1,Undirected
4188,984,984,1,Undirected
4189,1086,984,1,Undirected
4190,1086,1086,1,Undirected
4191,1242,984,1,Undirected
4192,1242,1086,1,Undirected
4193,1242,1242,1,Undirected
4194,396,984,1,Undirected
4195,396,1086,1,Undirected
4196,396,1242,1,Undirected
4197,396,396,1,Undirected
4198,395,984,1,Undirected
4199,395,1086,1,Undirected
4200,395,1242,1,Undirected
4201,395,396,1,Undirected
4202,395,395,1,Undirected
4203,1246,984,1,Undirected
4204,1246,1086,1,Undirected
4205,1246,1242,1,Undirected
4206,1246,396,1,Undirected
4207,1246,395,1,Undirected
4208,1246,1246,1,Undirected
4209,576,984,1,Undirected
4210,576,1086,1,Undirected
4211,576,1242,1,Undirected
4212,576,396,1,Undirected
4213,576,395,1,Undirected
4214,576,1246,1,Undirected
4215,576,576,1,Undirected
4216,725,984,1,Undirected
4217,725,1086,1,Undirected
4218,725,1242,1,Undirected
4219,725,396,1,Undirected
4220,725,395,1,Undirected
4221,725,1246,1,Undirected
4222,725,576,1,Undirected
4223,725,725,1,Undirected
4224,539,539,1,Undirected
4225,972,972,1,Undirected
4226,496,972,1,Undirected
4227,496,496,1,Undirected
4228,1248,972,1,Undirected
4229,1248,496,1,Undirected
